name,rid,color,area_px,lon,lat,country,province,admin_divisions,flags
,910,#dfd94a,24,121.082,14.5785,Philippines,National Capital Region (NCR),most of City of Pasig (also Quezon City),
,1452,#f4ff61,20,121.024,14.5612,Philippines,National Capital Region (NCR),northern half of City of Makati; southern half of City of Mandaluyong (also Pasay City),
,1055,#e6e389,205,121.228,14.5447,Philippines,Region IV-A (Calabarzon),"part of central City of Antipolo (also Baras, Binangonan, Morong, Cardona, Teresa, Angono)",
,781,#d6e451,23,121.065,14.5193,Philippines,National Capital Region (NCR),most of Taguig City (also Pateros),
,1345,#f0fa5a,33,121.0111,14.4946,Philippines,National Capital Region (NCR),most of City of Parañaque (also Pasay City),
,697,#cddc48,34,120.9816,14.438,Philippines,"National Capital Region (NCR), Region IV-A (Calabarzon)",most of City of Las Piñas; northern half of Bacoor City,
,1018,#e4f355,62,120.9114,14.4121,Philippines,Region IV-A (Calabarzon),"most of Imus City (also Kawit, City of General Trias, Rosario, Noveleta, Cavite City)",
,1010,#e4e369,36,121.0384,14.4037,Philippines,"National Capital Region (NCR), Region IV-A (Calabarzon)","most of City of Muntinlupa (also Region IV-A (Calabarzon), Taguig City)",
,1009,#e4e2a9,1044,121.4455,14.3254,Philippines,Region IV-A (Calabarzon),"part of Rizal (also Cavinti, Santa Maria, Lumban, Luisiana, Nagcarlan, Majayjay, Kalayaan, Mabitac, Pakil, Pangil, Paete, Liliw…)",
,767,#d4dc86,81,120.9707,14.3247,Philippines,Region IV-A (Calabarzon),"most of City of Dasmariñas (also Bacoor City, Gen. Mariano Alvarez)",
,885,#ddf373,148,120.8715,14.3175,Philippines,Region IV-A (Calabarzon),most of City of General Trias; Tanza; Trece Martires City (Capital),
,831,#dae25f,63,121.0503,14.3144,Philippines,Region IV-A (Calabarzon),"most of City of Biñan; Carmona (also City of San Pedro, Gen. Mariano Alvarez)",
,1007,#e4e074,137,121.0989,14.2329,Philippines,Region IV-A (Calabarzon),western half of City of Calamba; City of Santa Rosa; Cabuyao City,
,814,#d9e98d,623,120.8376,14.199,Philippines,Region IV-A (Calabarzon),"Maragondon (also Silang, Indang, Magallanes, Alfonso, Naic, General Emilio Aguinaldo, Tagaytay City, Ternate, Amadeo, Mendez (Mendez-Nuñez))",
,912,#dfdc90,376,121.2737,14.1019,Philippines,Region IV-A (Calabarzon),"San Pablo City (also Calauan, Alaminos, City of Calamba, Los Baños, Bay)",
,785,#d7df90,418,121.138,14.0215,Philippines,Region IV-A (Calabarzon),"Lipa City; City of Tanauan (also City of Sto. Tomas, Talisay, Malvar, Balete, Mataasnakahoy)",
,1158,#eaed94,1018,121.5284,13.9795,Philippines,Region IV-A (Calabarzon),"City of Tayabas (also Sariaya, Pagbilao, Candelaria, Lucban, Tiaong, Lucena City (Capital), Dolores, San Antonio)",
,762,#d3e98d,1015,120.7969,13.974,Philippines,Region IV-A (Calabarzon),"Nasugbu (also City of Calaca, Tuy, Calatagan, Balayan, Lian, Lemery, Laurel, Agoncillo, San Luis, Bauan, Mabini, Tingloy…)",
,886,#ddf3b5,3627,122.7944,13.9705,Philippines,"Region V (Bicol Region), Region IV-A (Calabarzon)","Camarines Norte (also Region IV-A (Calabarzon), Libmanan, Ragay, Sipocot, Del Gallego, Lupi, Pasacao, San Fernando, Pamplona, Cabusao, Canaman)",
,635,#c5fac9,1288,124.2267,13.7852,Philippines,Region V (Bicol Region),Catanduanes,
,1012,#e4ed94,1021,121.2278,13.7524,Philippines,Region IV-A (Calabarzon),"Batangas City (Capital) (also San Juan, Rosario, Lobo, Taysan, Ibaan, San Jose, San Pascual, Padre Garcia, Bauan)",
,579,#bffac4,2071,123.5183,13.7266,Philippines,Region V (Bicol Region),"Lagonoy (also Tinambac, Caramoan, Garchitorena, Goa, Buhi, Presentacion (Parubcan), Iriga City, Ocampo, Siruma, Sagñay, Tigaon, San Jose…)",
,1441,#f3f3ad,3563,122.2785,13.6646,Philippines,"Region IV-A (Calabarzon), Mimaropa Region, Region V (Bicol Region)","Marinduque (also Lopez, San Francisco (Aurora), Calauag, Mulanay, Catanauan, San Narciso, Guinayangan, Gumaca, San Andres, Buenavista, Region V (Bicol Region), General Luna…)",
,421,#aef5a5,1076,123.2771,13.4887,Philippines,Region V (Bicol Region),"part of Albay (also Bula, Calabanga, Minalabac, Pili (Capital), Naga City, Bato, Nabua, Balatan, Baao, Magarao, Milaor, Bombon…)",
,432,#aff8be,1227,123.6899,13.2637,Philippines,Region V (Bicol Region),"most of City of Ligao (also Guinobatan, Rapu-Rapu, Camalig, City of Tabaco, Tiwi, Malinao, Bacacay, Legazpi City (Capital), Daraga (Locsin), Oas, Polangui, Santo Domingo (Libog)…)",
,578,#bff7d7,2235,123.8263,12.928,Philippines,Region V (Bicol Region),"Sorsogon (also Oas, Pio Duran, City of Ligao, Manito, Jovellar, Legazpi City (Capital), Daraga (Locsin), Guinobatan)",
,865,#dcf59a,3308,121.6244,12.8347,Philippines,"Mimaropa Region, Region VI (Western Visayas)","Romblon (also Naujan, Bansud, Bongabong, Gloria, Victoria, Socorro, City of Calapan (Capital), Pinamalayan, Pola, Baco, Roxas, Region VI (Western Visayas))",
,806,#d8f5ba,8759,120.7102,12.608,Philippines,"Mimaropa Region, Region VI (Western Visayas)","Occidental Mindoro (also Oriental Mindoro, Coron, El Nido (Bacuit), Busuanga, Culion, Araceli, Dumaran, Region VI (Western Visayas), Linapacan, Magsaysay, Cuyo, Agutaya)",
,668,#c9faeb,3479,123.5654,12.3017,Philippines,Region V (Bicol Region),Masbate,
,616,#c3ecee,6411,125.1735,11.9877,Philippines,Region VIII (Eastern Visayas),"Eastern Samar (also Samar (Western Samar), Catarman (Capital), Mondragon, Las Navas, Catubig, Silvino Lobos, Lope De Vega, Laoang, Palapag, San Roque, Pambujan, Mapanas…)",
,561,#bdf0eb,4912,124.8987,11.8516,Philippines,Region VIII (Eastern Visayas),Samar (Western Samar) (also Northern Samar),
,358,#a8e9f5,2793,122.379,11.4718,Philippines,Region VI (Western Visayas),"Aklan (also Tapaz, Jamindan, Mambusao, Sigma, Dumalag, Dumarao, Dao, Sapi-an, Cuartero, Ivisan)",
,356,#a8d6f5,1674,122.923,11.3152,Philippines,Region VI (Western Visayas),"Ma-ayon (also Sara, Barotac Viejo, Lemery, Ajuy, San Dionisio, Dumarao, Pilar, Pontevedra, San Rafael, Roxas City (Capital), Panay, Panitan…)",
,342,#a6e0f2,2427,124.5352,11.1484,Philippines,"Region VIII (Eastern Visayas), Region VII (Central Visayas)","Biliran (also Ormoc City, City of Baybay, Region VII (Central Visayas), Leyte, Kananga, Villaba, Palompon, Tabango, San Isidro, Merida, Calubian, Matag-ob…)",
,293,#9fd7e8,1934,124.8526,11.0872,Philippines,Region VIII (Eastern Visayas),"Burauen (also Jaro, Alangalang, Ormoc City, Dagami, Javier (Bugho), San Miguel, La Paz, Tacloban City (Capital), Carigara, Palo, Capoocan, Barugo…)",
,355,#a8cbf5,1953,122.5505,11.0226,Philippines,Region VI (Western Visayas),"Lambunao (also City of Passi, Janiuay, Maasin, Calinog, San Enrique, Pototan, Dingle, Cabatuan, Anilao, Dueñas, Dumangas, Barotac Nuevo…)",
,500,#b6f3f7,2948,122.1359,10.9776,Philippines,Region VI (Western Visayas),"Antique (also San Joaquin, Miagao, Igbaras, Leon, Tubungan, Tigbauan, Guimbal)",
,198,#8ca3ed,951,123.9581,10.8626,Philippines,Region VII (Central Visayas),"most of Danao City (also Sogod, City of Bogo, Catmon, Borbon, Tabogon, Daanbantayan, San Remigio, Bantayan, Medellin, Carmen, Compostela, Liloan…)",
,290,#9fc8ee,1986,123.2692,10.7841,Philippines,Region VI (Western Visayas),"Cadiz City (also Calatrava, Sagay City, Silay City, City of Escalante, City of Talisay, Enrique B. Magalona (Saravia), Toboso, City of Victorias, Salvador Benedicto, Manapla)",
,177,#85b6f2,754,122.5836,10.638,Philippines,Region VI (Western Visayas),"Guimaras (also Oton, Iloilo City (Capital), Santa Barbara, Leganes, Pavia, San Miguel)",
,243,#97b7eb,736,123.0126,10.549,Philippines,Region VI (Western Visayas),"Bago City; Murcia (also Bacolod City (Capital), Valladolid, Pulupandan)",
,28,#3d5ddc,41,123.8895,10.3209,Philippines,Region VII (Central Visayas),southeastern part of Cebu City (Capital),
,213,#91c0eb,2866,124.8906,10.3194,Philippines,"Region VIII (Eastern Visayas), Region VII (Central Visayas)","Southern Leyte (also Region VII (Central Visayas), Abuyog, Hilongos, Mahaplag, Matalom, Inopacan, Bato, Hindang)",
,90,#658be2,92,123.9749,10.3143,Philippines,Region VII (Central Visayas),most of Lapu-Lapu City (Opon); most of Mandaue City; southern half of Consolacion (also Cordova),
,261,#9baae6,2092,123.6457,10.2252,Philippines,Region VII (Central Visayas),"Tuburan (also Toledo City, Balamban, Cebu City (Capital), Dalaguete, Asturias, Barili, Badian, Pinamungajan, Alegria, Dumanjug, Boljoon, Malabuyoc…)",
,156,#7e91da,404,123.6633,10.0959,Philippines,Region VII (Central Visayas),"most of Argao (also City of Naga, City of Carcar, Sibonga, Minglanilla, San Fernando, City of Talisay)",
,520,#bacff3,2467,122.8583,10.0679,Philippines,"Region VI (Western Visayas), Region VII (Central Visayas)","City of Kabankalan (also Cauayan, City of Himamaylan, La Castellana, Isabela, Ilog, Binalbagan, Hinigaran, Moises Padilla (Magallon), La Carlota City, Pontevedra, Candoni, San Enrique…)",
,368,#aabdf0,2795,123.1224,9.9462,Philippines,"Region VII (Central Visayas), Region VI (Western Visayas)","part of Region VI (Western Visayas) (also City of Guihulngan, Mabinay, Bais City, Ayungon, City of Tanjay, Pamplona, Tayasan, Bindoy (Payabon), Jimalalud, La Libertad, Canlaon City, Manjuyod…)",
,263,#9bc1e4,2863,124.1634,9.8137,Philippines,Region VII (Central Visayas),"Carmen (also Bilar, Pilar, Danao, Catigbian, Balilihan, Buenavista, Inabanga, Sierra Bullones, Guindulman, Valencia, Garcia Hernandez, Jagna…)",
,627,#c4f7d3,10099,118.4524,9.5938,Philippines,Mimaropa Region,"Puerto Princesa City (Capital) (also Rizal (Marcos), Taytay, Roxas, Quezon, Aborlan, Narra, Brooke's Point, Bataraza, San Vicente, Balabac, Sofronio Española, Dumaran)",
,447,#b2cded,4731,125.8222,9.4764,Philippines,Region XIII (Caraga),"Surigao del Norte (also Dinagat Islands, San Miguel, Agusan del Norte, Tago, Lanuza, Carrascal, Cantilan, City of Tandag (Capital), Carmen, Madrid, Cortes, Bayabas)",
,317,#a2b7f0,3492,122.9394,9.4263,Philippines,"Region VII (Central Visayas), Region VI (Western Visayas)","City of Bayawan (Tulong) (also Siaton, Santa Catalina, Hinoba-an (Asia), Siquijor, City of Sipalay, Cebu, Candoni, Valencia (Luzurriaga), Basay, Zamboanguita, Sibulan, Ilog…)",
,386,#abd3e8,4530,125.5642,8.8029,Philippines,"Region XIII (Caraga), Region X (Northern Mindanao)","Esperanza (also Butuan City (Capital), Sibagat, San Luis, City of Bayugan, Buenavista, City of Cabadbaran, Las Nieves, Santiago, Carmen, Nasipit, Remedios T. Romualdez, Tubay…)",
,385,#abcbe8,3087,124.9318,8.6641,Philippines,"Region X (Northern Mindanao), Region XIII (Caraga)","Claveria (also Gingoog City, Manolo Fortich, Malitbog, Libona, Camiguin, Balingasag, Sumilao, Medina, Magsaysay (Linugos), Salay, Balingoan, Jasaan…)",
,244,#97b8e6,846,124.5033,8.4531,Philippines,Region X (Northern Mindanao),"most of Cagayan de Oro City (Capital); Opol (also Alubijid, City of El Salvador, Initao, Gitagum, Libertad, Laguindingan, Manticao)",
,493,#b6dff2,3555,123.4529,8.3895,Philippines,"Region IX (Zamboanga Peninsula), Region X (Northern Mindanao)","Sergio Osmeña Sr. (also Don Victoriano Chiongbian  (Don Mariano Marcos), Sindangan, Katipunan, Pres. Manuel A. Roxas, Dapitan City, Polanco, Oroquieta City (Capital), Manukan, Jose Dalman (Ponot), Piñan (New Piñan), Sapang Dalaga, Tudela…)",
,311,#a1dcdd,1336,124.3481,8.1466,Philippines,"Region X (Northern Mindanao), Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)","Iligan City (also Misamis Oriental, Tagoloan II, Bubong, Tagoloan, Piagapo, Kapai, Pantar, Marawi City (Capital), Marantao, Balindong (Watu), Saguiaran, Buadiposo-Buntong…)",
,516,#b9d8e8,7481,125.8434,8.0667,Philippines,"Region XIII (Caraga), Region XI (Davao Region), Region X (Northern Mindanao)","Loreto (also La Paz, Laak (San Vicente), Davao del Norte, Monkayo, New Bataan, Prosperidad (Capital), Bunawan, San Luis, Talacogon, Compostela, San Francisco, Rosario…)",
,435,#b0cbdd,4859,125.1291,7.9992,Philippines,"Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga)","City of Malaybalay (Capital) (also Impasug-ong, City of Valencia, Quezon, San Fernando, Lantapan, Maramag, Pangantucan, Cabanglasan, Don Carlos, Region XI (Davao Region), Kitaotao, Region XIII (Caraga))",
,442,#b1e7e8,2096,123.8664,7.976,Philippines,"Region X (Northern Mindanao), Region IX (Zamboanga Peninsula), Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)","part of Misamis Occidental (also Nunungan, Sultan Naga Dimaporo (Karomatan), Region IX (Zamboanga Peninsula), Tubod (Capital), Kapatagan, Munai, Sapad, Lala, Salvador, Maigo, Magsaysay, Kauswagan…)",
,495,#b6e7ed,3183,123.3014,7.8798,Philippines,"Region IX (Zamboanga Peninsula), Region X (Northern Mindanao)","Dumingag (also Pagadian City (Capital), Midsalip, Bayog, Lakewood, Mahayag, Labangan, Dinas, Lapuyan, Tigbao, Dumalinao, Sominot (Don Mariano Marcos), Tukuran…)",
,483,#b5e4c3,4159,124.4804,7.8542,Philippines,"Bangsamoro Autonomous Region In Muslim Mindanao (BARMM), Region X (Northern Mindanao), Region XII (Soccsksargen)","Talakag (also Butig, Baungon, Amai Manabilang (Bumbaran), Wao, Maguing, Lumba-Bayabao (Maguing), Marogong, Kalilangan, Picong (Sultan Gumander), Madamba, Malabang, Balabagan…)",
,568,#beedf2,5087,122.5971,7.7759,Philippines,Region IX (Zamboanga Peninsula),"Sibuco (also Gutalac, Baliguian, Siocon, Kabasalan, Titay, Kalawit, Sirawai, Godod, Bacungan (Leon T. Postigo), Siayan, Siay, Payao…)",
,646,#c6e0f8,6665,126.2767,7.6638,Philippines,"Region XI (Davao Region), Region XIII (Caraga)","Davao Oriental (also City of Bislig, Tagbina, Hinatuan, Lingig, Lianga, Barobo, Marihatag, San Miguel, San Agustin, Cagwait)",
,333,#a5d3eb,2633,125.8686,7.4462,Philippines,Region XI (Davao Region),"Pantukan (also Maco, Maragusan (San Mariano), Santo Tomas, New Corella, Mabini (Doña Alicia), Kapalong, Talaingod, City of Tagum (Capital), Asuncion (Saug), San Isidro, Mawab, Nabunturan (Capital)…)",
,360,#a8f0df,1365,122.2695,7.3368,Philippines,Region IX (Zamboanga Peninsula),"most of Zamboanga City; Tungawan (also Roseller Lim, Ipil (Capital))",
,364,#a9e4b7,3044,124.6308,7.2819,Philippines,"Region XII (Soccsksargen), Bangsamoro Autonomous Region In Muslim Mindanao (BARMM), Region X (Northern Mindanao)","Alamada (also Carmen, Special Geographic Area, Maguindanao del Norte, Banisilan, Midsayap, Maguindanao del Sur, Pigkawayan, Libungan, Aleosan, Kabacan, Pikit, President Roxas…)",
,369,#aad1e4,4651,125.1682,7.2818,Philippines,"Region XII (Soccsksargen), Region XI (Davao Region), Region X (Northern Mindanao), Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)","most of Davao City (also Region X (Northern Mindanao), Arakan, Matalam, Magpet, M'lang, Makilala, City of Kidapawan (Capital), President Roxas, Davao del Norte, Antipas, Bangsamoro Autonomous Region In Muslim Mindanao (BARMM))",
,210,#90e4a4,1442,124.2422,7.2301,Philippines,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),"most of Upi (also Datu Odin Sinsuat (Dinaig), Buldon, Sultan Kudarat (Nuling), Barira, Parang, Matanog, Cotabato City, Datu Blah T. Sinsuat, Sultan Mastura)",
,172,#83c6e9,1009,125.6053,7.2151,Philippines,Region XI (Davao Region),"eastern part of Davao City; Island Garden City of Samal; City of Panabo (also Carmen, Braulio E. Dujali)",
,45,#4babdd,191,125.5101,7.0565,Philippines,Region XI (Davao Region),southeastern small part of Davao City,
,485,#b5e6d0,2919,124.5713,6.8132,Philippines,"Bangsamoro Autonomous Region In Muslim Mindanao (BARMM), Region XII (Soccsksargen), Region XI (Davao Region)","Maguindanao del Sur (also Cotabato (North Cotabato), Columbio, Esperanza, Lambayong (Mariano Marcos), Lebak, Region XI (Davao Region))",
,359,#a8f0c5,1522,121.9468,6.5763,Philippines,"Bangsamoro Autonomous Region In Muslim Mindanao (BARMM), Region IX (Zamboanga Peninsula)","Basilan (also Zamboanga del Sur, City of Isabela (not a province), Sulu)",
,375,#aae2f0,2536,124.6095,6.511,Philippines,"Region XII (Soccsksargen), Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)","Bagumbayan (also Isulan (Capital), City of Koronadal (Capital), Sen. Ninoy Aquino, Surallah, Banga, Lutayan, City of Tacurong, Tantangan, Norala, President Quirino, Santo Niño, Bangsamoro Autonomous Region In Muslim Mindanao (BARMM))",
,273,#9cd2f8,3233,125.4115,6.4054,Philippines,"Region XI (Davao Region), Region XII (Soccsksargen)","Davao Occidental (also City of Digos (Capital), Matanao, Santa Cruz, Magsaysay, Bansalan, Kiblawan, Hagonoy, Malalag, Sulop, Padada, Region XII (Soccsksargen))",
,503,#b7e3ee,5640,124.7078,6.2829,Philippines,"Region XII (Soccsksargen), Bangsamoro Autonomous Region In Muslim Mindanao (BARMM), Region XI (Davao Region)","T'Boli (also Lake Sebu, Palimbang, Malungon, Maasim, Kiamba, Kalamansig, Polomolok, Tupi, Maitum, Bangsamoro Autonomous Region In Muslim Mindanao (BARMM), Tampakan, Lebak…)",
,259,#9af58f,920,121.0659,5.9865,Philippines,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),"Talipao (also Patikul, Pangutaran, Indanan, Luuk, Omar, Old Panamao, Kalingalan Caluang, Parang, Maimbung, Pata, Tapul, Panglima Estino (New Panamao)…)",
,307,#a1c8ed,1757,125.3342,5.9838,Philippines,Region XII (Soccsksargen),Glan; Malapatan; Alabel (Capital) (also South Cotabato),
,1372,#f1f1f1,4,112.7428,71.2419,Russia,"Far Eastern Federal District, Siberian Federal District",northwestern small part of Sakha; northeastern small part of Krasnoyarsk,tiny<5px
,1373,#f1f1f1,39,145.7733,63.9488,Russia,Far Eastern Federal District,northeastern small part of Sakha,
,1105,#e8f3f4,1785349,124.0173,63.3929,Russia,"Far Eastern Federal District, Siberian Federal District",Sakha (also Siberian Federal District),
,1015,#e4eef4,715119,140.8123,56.6522,Russia,"Far Eastern Federal District, Hokkaido",most of Khabarovsk (also Hokkaido),
,884,#ddeff2,495074,111.9413,54.0877,Russia,"Siberian Federal District, Far Eastern Federal District","most of Buryat; southwestern part of Zabaykal'ye; eastern part of Irkutsk (also Far Eastern Federal District, Selenge (Сэлэнгэ))",
,849,#dbe8f2,571366,123.1508,53.6487,Russia,"Far Eastern Federal District, Siberian Federal District, Nei Mongol, Heilongjiang","Amur; most of Zabaykal'ye (also Nei Mongol, Heilongjiang)",
,916,#dfeaf3,187483,133.5975,50.1059,Russia,"Far Eastern Federal District, Heilongjiang","southern part of Khabarovsk (also Yevrey, Amur, Heilongjiang)",
,863,#dceef3,210009,135.515,46.3958,Russia,"Far Eastern Federal District, Heilongjiang, Jilin","Primor'ye; southern small part of Khabarovsk (also Heilongjiang, Jilin)",
,653,#c7e2eb,6480,132.7207,43.1921,Russia,Far Eastern Federal District,southwestern small part of Primor'ye,
,1305,#f04b71,78,103.8321,1.4008,Singapore,,"eastern half of North District (also North-East, Central)",
,1492,#f7265d,30,103.8902,1.3916,Singapore,,western part of North-East,
,1061,#e74a5a,118,103.9846,1.3642,Singapore,,East; northeastern part of North-East,
,1263,#ee7a95,183,103.7082,1.3598,Singapore,,most of West; central North District,
,960,#e25265,48,103.7765,1.3228,Singapore,,western part of Central; eastern small part of West,
,1109,#e92142,53,103.8541,1.3022,Singapore,,central Central,
,194,#8b9ee9,2228,127.0446,37.9499,South Korea,,"Pocheonsi (포천시); most of Yeoncheon-gun (연천군); Paju-si (파주시) (also Yangjusi (양주시), Dongducheon-si (동두천시), Gapyeong-gun (가평군), Goyangsideogyanggu (고양시덕양구))",
,292,#9fd2ee,10644,128.1772,37.9026,South Korea,,"Hongcheon-gun (홍천군) (also Inje-gun (인제군), Pyeongchang-gun (평창군), Chuncheon-si (춘천시), Hwacheon-gun (화천군), Gangneung-si (강릉시), Hoengseong-gun (횡성군), Yanggu-gun (양구군), Gongju-si (철원군), Goseong-gun (고성군), Yangyang-gun (양양군), Donghae-si (동해시), Jeongseon-gun (정선군)…)",
,82,#5e86e2,76,127.0655,37.7138,South Korea,,"most of Uijeongbu-si (의정부시) (also Dobong-gu (도봉구), Nowon-gu (노원구))",
,212,#918be9,652,126.5221,37.6816,South Korea,,"Ganghwa-gun (강화군); Gimpo-si (김포시) (also Seo-gu (서구), Gyeyang-gu (계양구), Ongjin-gun (옹진군))",
,145,#7a7feb,196,126.8379,37.6608,South Korea,,"most of Goyangsideogyanggu (고양시덕양구); Goyangsiilsandonggu (고양시일산동구) (also Goyangsiilsanseogu (고양시일산서구), Yangjusi (양주시))",
,123,#72aede,386,127.2343,37.6569,South Korea,,Namyangju-si (남양주시) (also Guri-si (구리시)),
,12,#2c60d7,56,126.9993,37.6063,South Korea,,Jongno-gu (종로구); Gangbuk-gu (강북구); most of Seongbuk-gu (성북구) (also Jung-gu (중구)),
,39,#4490e0,31,127.0761,37.6003,South Korea,,most of Jungnang-gu (중랑구); most of Dongdaemun-gu (동대문구); southern part of Nowon-gu (노원구) (also Seongbuk-gu (성북구)),
,50,#5057e5,37,126.9232,37.5908,South Korea,,most of Eunpyeong-gu (은평구); western half of Mapo-gu (마포구); most of Seodaemun-gu (서대문구),
,114,#6e5be9,33,126.8337,37.5516,South Korea,,most of Gangseo-gu (강서구) (also Yangcheon-gu (양천구)),
,6,#236be0,39,127.0238,37.5395,South Korea,,"most of Yongsan-gu (용산구); most of Seongdong-gu (성동구); most of Gwangjin-gu (광진구) (also Mapo-gu (마포구), Jung-gu (중구))",
,37,#439de3,95,127.1877,37.5229,South Korea,,"Hanam-si (하남시) (also Gangdong-gu (강동구), Songpa-gu (송파구))",
,224,#94bfe5,2648,127.4975,37.502,South Korea,,"Yangpyeong-gun (양평군); Gapyeong-gun (가평군) (also Yeoju-si (여주시), Icheon-si (이천시), Gwangju (광주시), Namyangju-si (남양주시), Yonginsicheoingu (용인시처인구), Chuncheon-si (춘천시), Hongcheon-gun (홍천군), Hoengseong-gun (횡성군))",
,157,#7f61e0,39,126.7881,37.5004,South Korea,,Bucheonsiwonmigu (부천시원미구); most of Bucheonsiojeonggu (부천시오정구); most of Bucheonsisosagu (부천시소사구),
,63,#5671e0,33,126.8899,37.5002,South Korea,,"most of Guro-gu (구로구); most of Yeongdeungpo-gu (영등포구) (also Gwanak-gu (관악구), Dongjak-gu (동작구), Yangcheon-gu (양천구))",
,155,#7e71ee,204,126.5539,37.4934,South Korea,,"most of Jung-gu (중구); southern half of Seo-gu (서구) (also Bupyeong-gu (부평구), Ongjin-gun (옹진군), Dong-gu (동구), Nam-gu (남구))",
,23,#378fe0,49,127.071,37.4886,South Korea,,most of Gangnam-gu (강남구); central Songpa-gu (송파구) (also Seocho-gu (서초구)),
,17,#3281e0,33,126.972,37.4803,South Korea,,eastern half of Gwanak-gu (관악구); western part of Seocho-gu (서초구); most of Dongjak-gu (동작구),
,43,#4b8ad5,81,126.9268,37.431,South Korea,,"most of Gwangmyeong-si (광명시); most of Gwacheon-si (과천시); northern half of Anyangsimanangu (안양시만안구) (also Anyangsidongangu (안양시동안구), Geumcheon-gu (금천구))",
,88,#6269ed,70,126.6702,37.4217,South Korea,,most of Yeonsu-gu (연수구); most of Nam-gu (남구); northwestern part of Namdong-gu (남동구) (also Jung-gu (중구)),
,83,#5ea2e2,143,127.1059,37.3912,South Korea,,"Seongnamsibundanggu (성남시분당구); Seongnamsisujeonggu (성남시수정구) (also Yonginsisujigu (용인시수지구), Seongnamsijungwongu (성남시중원구), Seocho-gu (서초구), Gwangju (광주시))",
,121,#718ef0,176,126.7763,37.3749,South Korea,,Siheung-si (시흥시); northeastern half of Ansansidanwongu (안산시단원구) (also Namdong-gu (남동구)),
,65,#578fde,123,126.9203,37.3411,South Korea,,"Ansansisangnokgu (안산시상록구); Gunpo-si (군포시); most of Uiwang-si (의왕시) (also Anyangsimanangu (안양시만안구), Anyangsidongangu (안양시동안구), Ansansidanwongu (안산시단원구))",
,54,#51a4dc,84,127.0017,37.2851,South Korea,,"most of Suwonsigwonseongu (수원시권선구); Suwonsijangangu (수원시장안구) (also Suwonsiyeongtonggu (수원시영통구), Suwonsipaldalgu (수원시팔달구), Uiwang-si (의왕시))",
,126,#74afd7,440,127.2302,37.2109,South Korea,,"Yonginsicheoingu (용인시처인구) (also Yonginsigiheunggu (용인시기흥구), Anseong-si (안성시), Yonginsisujigu (용인시수지구))",
,48,#4ea7d3,86,127.0734,37.1873,South Korea,,"northeastern small part of Hwaseongsi (화성시); most of Osan-si (오산시) (also Suwonsiyeongtonggu (수원시영통구), Suwonsigwonseongu (수원시권선구))",
,225,#94c5f2,1095,126.86,37.1185,South Korea,,"Hwaseongsi (화성시); Pyeongtaek-si (평택시) (also Ansansidanwongu (안산시단원구), Ongjin-gun (옹진군), Osan-si (오산시), Anseong-si (안성시))",
,237,#96d4e5,4153,127.8653,37.028,South Korea,,"Chungju-si (충주시) (also Wonju-si (원주시), Jecheon-si (제천시), Goesan-gun (괴산군), Eumseong-gun (음성군), Jincheon-gun (진천군), Hoengseong-gun (횡성군), Yeoju-si (여주시), Yeongwol-gun (영월군), Jeungpyeonggun (증평군), Cheonansidongnamgu (천안시동남구), Icheon-si (이천시), Mungyeong-si (문경시)…)",
,227,#94dbee,1206,127.2248,36.8769,South Korea,,"Anseong-si (안성시); Cheonansidongnamgu (천안시동남구) (also Cheonansiseobukgu (천안시서북구), Sejongsi (세종시), Asan-si (아산시), Yonginsicheoingu (용인시처인구), Jincheon-gun (진천군))",
,428,#afdee3,14970,128.7657,36.7536,South Korea,,"Andong-si (안동시) (also Bonghwa-gun (봉화군), Sangju-si (상주시), Uiseong-gun (의성군), Samcheok-si (삼척시), Jeongseon-gun (정선군), Yeongwol-gun (영월군), Uljin-gun (울진군), Mungyeong-si (문경시), Cheongsong-gun (청송군), Yeongyang-gun (영양군), Danyang-gun (단양군), Yeongdeok-gun (영덕군)…)",
,269,#9bedf0,4153,126.7126,36.6677,South Korea,,"Gongju-si (공주시) (also Seosan-si (서산시), Dangjinsi (당진시), Yesan-gun (예산군), Taean-gun (태안군), Hongseong-gun (홍성군), Cheongyang-gun (청양군), Asan-si (아산시), Boryeong-si (보령시), Cheonansidongnamgu (천안시동남구), Nonsan-si (논산시))",
,266,#9bdee3,1777,127.6102,36.5169,South Korea,,"Cheongwon-gun (청원군); Boeun-gun (보은군); Okcheon-gun (옥천군) (also Cheongjusiheungdeokgu (청주시흥덕구), Cheongjusisangdanggu (청주시상당구), Jeungpyeonggun (증평군))",
,182,#87e9e5,679,127.3424,36.399,South Korea,,"most of Sejongsi (세종시); Yuseong-gu (유성구) (also Dong-gu (동구), Seo-gu (서구), Gyeryongsi (계룡시), Daedeok-gu (대덕구), Jung-gu (중구), Geumsan-gun (금산군), Gongju-si (공주시), Cheongwon-gun (청원군), Okcheon-gun (옥천군))",
